Heliostat No. 58800: x=944.233960m | y=1191.290670m
Heliostat No. 58860: x=364.123472m | y=1470.759410m
Heliostat No. 58920: x=-279.749710m | y=1478.393482m
Heliostat No. 58980: x=-866.323223m | y=1212.757514m
Heliostat No. 59040: x=-1285.308305m | y=723.796928m
Heliostat No. 59100: x=-1457.926516m | y=103.447102m
Heliostat No. 59160: x=-1351.721825m | y=-531.652510m
Heliostat No. 59220: x=-986.663056m | y=-1062.089169m
Heliostat No. 59280: x=-431.389312m | y=-1388.129080m
Heliostat No. 59340: x=209.695692m | y=-1448.469545m
Heliostat No. 59400: x=816.053831m | y=-1231.765228m
Heliostat No. 59460: x=1273.676396m | y=-778.761319m
Heliostat No. 59520: x=1496.520250m | y=-174.632549m
Heliostat No. 59580: x=1452.516578m | y=472.451026m
Heliostat No. 59640: x=1132.093715m | y=1031.160775m
Heliostat No. 59700: x=606.465527m | y=1403.373622m
Heliostat No. 59760: x=-26.940187m | y=1520.098063m
Heliostat No. 59820: x=-650.718530m | y=1359.698643m
Heliostat No. 59880: x=-1149.249083m | y=951.906193m
Heliostat No. 59940: x=-1430.126729m | y=372.307071m
